Region,Nitrogen_N_mg/kg,Phosphorus_P_mg/kg,Potassium_K_mg/kg,Temperature_C,Humidity_%,Rainfall_mm,Soil_Moisture_%,LDR
Punjab,620.6500905,20.90068862,154.8055751,26.11,52.45,6.98,29.99464557,310.748493662802
Punjab,704.3698525,15.83870249,192.0254937,31.48,57.74,21.0,38.05407898,383.75018521988915
Punjab,912.4468184,27.01375907,181.8421935,20.77,48.51,20.14,22.13081875,335.12300317991657
Punjab,406.1861826,22.06583015,152.1671934,18.23,43.08,26.7,18.02790617,296.88551152404176
Punjab,824.777392,27.33683116,198.9585364,25.07772969,64.65,2.2,19.23484217,340.8522200029124
Punjab,1181.428876,46.20128374,235.231212,17.92,54.93639216,57.69,17.37962168,342.85141812384444
Punjab,592.4107986,21.41210733,168.2477764,21.61,53.78,15.55,23.83805965,306.72739489147955
Punjab,826.7723775,35.21077008,157.3929893,23.71,45.07,28.86,25.89723906,327.95322379106403
Punjab,1220.825887,31.70661963,160.597937,23.38,68.25,101.77,27.76452478,366.0329575494658
Punjab,920.4128646,49.35069421,78.80877849,26.14,87.02,37.26,33.49214515,360.7144635875689
Punjab,822.8423179,24.06184764,196.3842037,22.07,40.48,5.6,23.13761803,333.45251861041095
Punjab,917.8172295,25.42327291,107.155868,29.27,32.2,32.38,32.39047228,377.73755943290803
Punjab,765.0975668,26.99826933,219.1788385,20.68,58.13,34.33,22.96266967,350.4425901789389
Punjab,1093.480144,18.00926257,169.7733962,35.6,60.24,28.38,44.06354669,428.58992266302414
Punjab,677.5484693,34.31949912,238.9398441,25.13,63.28,22.0,29.70798896,339.85187405533907
Punjab,414.8798491,27.62163678,225.291487,17.71,53.31,8.56,18.33051923,270.6152042155426
Punjab,743.8429004,33.19739379,128.9006192,16.65,56.99,15.23,17.19904105,311.1357640922387
Punjab,625.2158099,30.52653094,205.8781792,24.41,65.51,90.45,28.93126562,335.2925419371299
Punjab,724.8829871,25.98761198,196.8348601,20.88,75.61,22.0,25.00064634,314.8396590272788
Punjab,835.6032765,32.15183188,172.7461231,25.57,30.67,9.26,27.06742684,383.7357259316491
Punjab,1001.167463,34.5248464,127.8771451,24.37,54.47,29.61,27.75659084,351.3496921748464
Punjab,906.5643466,34.27058545,219.6481468,21.64,63.21,25.31,24.81071319,352.7147516845457
Punjab,859.6578524,16.92653098,217.9122959,17.77,46.23,8.65,17.69303584,317.69250962595083
Punjab,862.9140916,14.02410918,181.335241,14.43,85.97,12.3,31.95519166,335.79733214881526
Punjab,563.1441545,18.99228398,113.8371538,19.77,50.47,10.52,20.91688518,290.2836974997549
Punjab,572.465816,20.46764952,148.2630795,26.28,59.38,20.94,30.92806097,361.82527696998034
Punjab,854.9488102,22.80632002,175.1703944,23.07,68.34,38.67,27.33403315,314.49194671735415
Punjab,958.3941354,7.819282407,211.9265483,15.77,51.13,37.26,15.39307282,325.4110226853031
Punjab,768.2918844,42.00333223,93.59846306,22.87,32.3,25.48,23.44014043,394.2185760721492
Punjab,709.9989871,21.19029135,144.7997701,23.93,53.57,5.92,27.05701821,332.93686132660457
Punjab,901.0755397,27.65900433,156.7035221,17.58,75.44,39.89,20.35416083,294.8914356586249
Punjab,814.2431636,66.7987446,181.232745,22.77,54.95,10.06,25.57465731,319.26428211213585
Punjab,1175.894067,8.371488384,90.19513865,22.29,47.3,72.22,24.14034855,345.66522629132896
Punjab,1055.760092,22.34545668,164.3915306,16.29,73.89,77.46,18.38850831,301.264726038267
Punjab,1000.651982,23.04901611,159.4344136,23.79,55.04,0.11,27.00383766,348.9681930035522
Punjab,957.9733295,23.15546823,116.0584498,24.8,52.35,28.16,28.16475878,391.3602307704175
Punjab,556.6439167,20.68966517,172.052567,27.42,62.24,63.28,32.80418413,333.66470415594307
Punjab,934.2551191,40.7959874,154.765674,27.27,71.56,17.89,33.53612531,340.9036552390472
Punjab,875.2517455,32.48265192,304.0032826,15.11,95.73,1.4,18.9325703,304.71664908162654
Punjab,957.1788136,35.79284946,131.6701763,17.31,72.41,16.59,19.68085416,327.5372113261795
Punjab,944.0034854,26.45521897,185.6256014,24.58,77.4,41.07,30.34975995,373.58593902278255
Punjab,845.3234117,11.91552518,124.5031348,24.57,52.41,23.25,27.8410507,351.93940963626034
Punjab,1340.470635,10.40173294,133.6115148,24.58,44.61,19.51,27.07119784,407.6456868998714
Punjab,764.099167,9.55762866,190.1929614,40.0,60.93,20.18,55.41474851,404.3705309460435
Punjab,977.940856,30.47267476,195.8788285,24.85,61.61,27.78,29.16075487,312.974366319153
Punjab,717.8754863,24.37802038,155.1388486,27.68,43.82,22.53,31.33223089,356.1881629533882
Punjab,978.2131511,24.48128317,162.7891818,26.77,57.37,4.33,31.41705821,349.7826456404094
Punjab,984.4962067,23.18863978,90.93711547,25.26,65.99,12.99,30.1589764,360.7040992774889
Punjab,815.48979,45.84885215,274.2286079,20.42,65.41,54.58,23.33059009,326.98103247156365
Punjab,1104.898633,20.10849388,217.135482,25.79,67.56,53.66,31.06643178,353.2004054298137
Punjab,650.0349901,32.51144793,223.7290973,18.14,64.36,37.8,20.0264471,301.3911479853145
Punjab,620.3472073,24.04555812,84.30956468,20.82,52.39,16.01,22.57948701,333.38369451856227
Punjab,878.1028146,24.81476017,224.2555962,19.57,52.29,19.69,20.82914906,349.0713471789926
Punjab,991.7968997,38.53161371,165.8131877,22.41,42.02,16.6,23.7715729,343.31845974291537
Punjab,875.3752824,39.98885904,87.31265191,33.57,86.77,56.27,43.87716256,374.9692838066766
Punjab,1051.192924,25.17151807,232.2022527,12.66,60.2,62.15,11.95017555,317.6083571529545
Punjab,605.8178373,31.66662026,271.2260136,25.43,56.63,26.89,29.46272042,361.42106810950247
Punjab,584.7908792,26.35884302,305.5394568,13.94,46.07,30.92,12.31681188,289.3502997646515
Punjab,899.8695937,25.68625667,117.2871857,19.64,100.0,27.06,26.10348685,321.94985146906373
Punjab,812.3016542,26.88563945,188.0612747,27.44,43.9,28.97,31.01000795,377.0605178770646
Punjab,888.6892555,19.20572744,255.9299559,22.32,53.57,23.32,24.80672811,371.21768244497525
Punjab,797.1228323,21.88519542,163.249503,16.61,66.24,20.31,18.08375525,333.89174050452914
Punjab,716.0149119,18.50996042,143.0768236,18.42,69.0,8.48,20.89031945,349.345134312566
Punjab,760.4320061,33.86012486,84.50688358,25.4,74.37,5.1,31.19689808,341.28989269073594
Punjab,834.4316571,24.10769779,247.4839944,18.35,87.11,18.66,22.60141276,311.49258572635347
Punjab,703.0740307,11.4100374,172.3514299,23.08,67.59,67.07,27.27923648,349.7923129213881
Punjab,732.5555071,17.36373591,132.6228139,22.23,64.30427363,10.28,23.7359538,329.05305279950926
Punjab,686.159231,4.192813326,181.0336768,18.74,56.15,21.48,20.05458231,327.7567413038021
Punjab,926.6225743,21.77333024,186.707537,32.72,64.62,43.34,40.47174856,388.9744425548895
Punjab,843.1924288,25.76804201,190.2882253,34.83113849,91.02,58.08,32.54233906,365.3795826021117
Punjab,1286.195091,28.15350494,166.2893208,11.87,39.03,0.19,8.723291782,336.5420043153007
Punjab,826.5936973,45.1214091,287.2407718,22.93,78.04,22.53,28.11386476,326.6013671211146
Punjab,644.657566,29.64828506,174.8545302,18.69,62.7,6.89,20.63987155,298.4547880310488
Punjab,1359.338336,35.64135075,279.8122593,26.26,72.57,16.66,32.2267458,387.71768175776407
Punjab,933.3010526,9.397252755,205.6336548,18.04,58.47,4.22,19.29700793,336.0676780808141
Punjab,978.6327303,23.33024957,199.2467897,21.43,47.36,15.9,22.93635105,344.9241370015138
Punjab,904.063372,21.31420597,170.766686,24.52,71.26,12.3,29.65630917,357.2846785816313
Punjab,940.0698189,18.38602206,234.509594,26.33,69.82,37.38,45.78152439,378.81714944128794
Punjab,955.7862124,18.0713081,182.7805967,16.0,74.58,80.65,18.05808545,308.1373885892606
Punjab,563.9849756,4.71583087,115.0293852,20.33,59.8,39.95,22.64004305,325.1606025491124
Punjab,833.5365066,12.9750581,115.690734,19.63,51.0,2.97,20.78026697,342.61571567277633
Punjab,553.9725582,31.09027739,209.720467,18.73,36.62,14.58,18.09181951,325.98017876463445
Punjab,789.1020422,23.22127433,124.8454265,30.83,72.29,45.12,38.5890599,361.3604074636989
Punjab,655.0639435,18.48876509,173.7379879,24.02,66.36,57.15,28.46583422,361.2678364694725
Punjab,854.7460022,25.66494037,243.4029433,15.7,45.51,13.34,14.72132605,322.70387443934874
Punjab,896.6613619,37.33825249,204.0769534,26.59,51.92,28.38,30.62213949,358.0666569454777
Punjab,912.0710801,26.00229178,136.6910526,32.61,53.0,116.97,39.15986178,396.0952072542334
Punjab,834.4069345,30.97459315,267.3018707,27.16,37.76,13.99,30.00552335,359.2763528508871
Punjab,680.1028419,15.31634932,281.4709986,14.4,47.73,31.79,13.13347641,315.8606706536766
Punjab,707.248774,18.28799302,237.9768502,19.58,42.99,38.95,19.90925446,329.318412883438
Punjab,1004.656714,30.38079232,81.76988443,28.33,53.81,83.4,33.25128148,344.43167253073716
Punjab,1005.702993,46.06571335,209.3132685,18.46,48.92,52.26,18.94195375,320.8554426495442
Punjab,557.568675,37.0064338,237.6788743,24.22,35.59,7.48,25.66949262,339.9317382042924
Punjab,492.8237654,27.76814473,284.9341403,25.87,90.34,109.2,33.45388535,323.76427083353076
Punjab,655.829231,25.05622123,92.9271688,17.37,78.79,20.14,20.3888111,340.06103883281355
Punjab,1035.887902,41.10041516,259.3753468,21.7,48.31,2.05,23.41147087,339.86932940315813
Punjab,1060.712716,35.37976806,282.6333916,5.79,64.09,27.68,10.40863209,308.2895601091128
Punjab,610.3677216,3.150576239,68.53168989,16.88,66.26,39.95,18.45619763,328.34730687620674
Punjab,884.3700445,15.07461871,203.4503458,20.74,77.87,40.94,25.01662878,348.8191538039019
Punjab,1178.912118,32.04886267,218.7507016,15.76,47.72,58.55,15.04209246,342.22427447089626
Punjab,870.2620109,7.960622954,151.4451622,30.16,76.38,10.14,38.06816018,414.7945589366055
Punjab,1343.042177,18.86300657,146.102055,14.85,51.78,17.24,14.16814204,375.163897344783
Punjab,995.3033133,19.99745314,216.5709253,19.8,39.96,29.07,19.91620639,346.49142997205894
Punjab,633.1178403,20.61960259,141.8191705,22.65,70.86,3.84,27.00620484,316.9046727671713
Punjab,750.9893216,21.75003715,165.532849,29.21,79.36,34.12,37.02613764,360.10022561919277
Punjab,795.2377244,22.17950896,227.3043979,14.82,98.82,18.66,18.83186346,250.99176341921827
Punjab,879.8927193,33.45826678,289.3665376,27.82,42.0,9.64,48.22408872,410.52388648864087
Punjab,1011.462064,24.18265791,210.9538807,22.05,70.48,13.65,26.11837953,317.82486097050787
Punjab,858.9219801,21.96736952,186.0868493,17.09,53.85,19.08,17.51529813,316.30896115289613
Punjab,317.1282298,5.637598112,142.2741395,24.31,71.75,11.94,29.40503807,330.4592171911532
Punjab,540.980502,32.61431945,124.481731,23.0,37.94,17.67,24.18426567,348.1604419345494
Punjab,374.2665353,43.51112634,243.2125124,19.0,41.06,14.16,18.90584534,308.33752437146154
Punjab,839.1902397,14.48073048,165.3548484,22.35,48.36,11.27,24.32618777,355.83694955906526
Punjab,883.7892794,27.6109753,250.1054529,20.07,61.18,13.99,22.41844607,358.13383147668884
Punjab,1223.240705,17.89644992,156.3952937,22.57,50.38,61.05,24.8283781,362.99721796501905
Punjab,606.3473391,17.82214346,138.4102363,25.31,69.89,11.49,30.61858152,320.82327830151655
Punjab,966.0957173,28.92828801,206.5423009,29.93,75.4,17.89,37.64034193,392.45293403181574
